EGP_ID;SuperCategory;SubCategory;Level;Type;Guideword;Can-do statement;Example
912;PRESENT;present simple;B2;FORM;FORM: INVERSION WITH 'NOT ONLY ... BUT ALSO';Can use the inverted form of the past simple with auxiliary 'do', in the phrase 'not only ... but also'.;"Not only do they save you filing time, but also they save office space. (First Certificate in English, B2, Chinese)

Not only does it look nice but it's also full of places that we should visit, such as the enormous old castle or the extremely fascinating butterfly farm!! (First Certificate in English, B2, Italian)"
915;PRONOUNS;possessive;B2;FORM;FORM: +  'OF OURS';Can use the possessive pronoun 'ours' after noun + 'of'.;"Finally we went to Venice where we met some friends of ours and spent with them the rest of the holiday. (Italy; B2 VANTAGE; 1993; Italian; Pass)

The credit crunch is heavily affecting this region, therefore all retail sales have fallen and many competitors of ours are decreasing their sales too. (Italy; B2 VANTAGE; 2009; Italian; Pass)

Paul, a classmate of ours, will be the D.J. and we are thinking of listening to rock music, since Mr. Brown likes it. (Greece; B2 VANTAGE; 2000; Greek; Pass)"
916;PRONOUNS;possessive;B2;FORM;FORM: COMPARATIVE CLAUSES WITH 'OURS', 'HERS';Can use the possessive pronouns 'hers' and 'ours' in comparative clauses.;"I told my mother that your Spanish omelette is better than hers. (First Certificate in English; B2; Spanish ? European) 

Lots of changes which may occur during the next fifty years can make us fear that our sons' and grandsons' lives will not be as happy as ours. (Switzerland; B2 VANTAGE; 2002; French; Pass)"
917;PRONOUNS;possessive;B2;FORM;FORM: 'HERS' AS OBJECT;Can use the possessive pronoun 'hers', with singular reference, in object positions, and complement positions after 'be' and after prepositions.;"At the entrance, the security guard asked for my identity card. Pat gave hers. (First Certificate in English; B2; French)

She didn't remember leaving it there, it wasn't even hers, which is what frightened her the most. (Peru; B2 VANTAGE; 2008; Spanish - Latin American; Pass)

But when she gave this suitcase a good look, she realised that it wasn't hers. (Netherlands; B2 VANTAGE; 2008; Dutch; Pass)

She saw him on a train running parallel to hers. (First Certificate in English; B2; German)"
918;PRONOUNS;possessive;B2;FORM;FORM: 'OURS' AS OBJECT;Can use the possessive pronoun 'ours' with singular and plural reference, in object positions, and complement positions after 'be' and after prepositions.;"Can we rent windsurf boards or should we bring ours with us? (First Certificate in English; B2; Turkish)

[talking about characters in a book] ? when we read about them we think that we are the characters and we live their stories as if they were ours. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass)

Aldous Huxley was able to create a new world which is not so different from ours. (First Certificate in English; B2; Spanish ?European)

 This road shouldn't be allowed in the middle of a small town like ours. (First Certificate in English; B2; Polish)"
919;PRONOUNS;possessive;B2;FORM;FORM: 'OURS' AS SUBJECT ;Can use the possessive pronoun 'ours', with singular and plural reference, in subject position. ;"Ours is the only store in this locality which opens at 7.00 am. (Business English Certificate (Vantage); B2; Tamil) 

Ours is a retail company with 5 outlets, dealing in furnishings. (India; B2 VANTAGE; 2006; Hindi; Pass)

In order to persuade them, we would like to show comparisons between our products and the ones from other companies to demonstrate that ours are more effective and efficient. (Uruguay; B2 VANTAGE; 2006; Spanish - Latin American; Fail)
"
920;PRONOUNS;possessive;B2;FORM;FORM: 'THEIRS' AS OBJECT ;Can use the possessive pronoun 'theirs', with singular and plural reference, in object positions, and complement positions after 'be' and after prepositions. ;"I could show them the traditional things of our country and learn theirs. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass)

She told him that this baby was theirs. (Germany; B2 VANTAGE; 1997; Turkish; Pass)

Red Stone are a very big group, you know that I'm a great fan of theirs. (Greece; B2 VANTAGE; 2002; Greek; Fail)

I realise that it can be a very interesting experience and I can also improve my foreign language as well as theirs. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass)"
922;PRONOUNS;reflexive;B2;FORM;FORM: 'BY ITSELF';Can use the reflexive pronoun 'itself' with 'by' to mean alone or without any help.;"If an animal is kept by itself , with no one to keep it company, it will get lonely and very sad. (First Certificate in English; B2; Danish)

Suddenly, the window opened by itself and the room filled with cold air. (First Certificate in English; B2; Greek)"
923;PRONOUNS;reflexive;B2;FORM;FORM: PLURAL, AFTER PREPOSITIONS;Can use plural reflexive pronouns after prepositions where the object of the preposition is the same as the subject of the verb.;"Doing sports is an excellent way to relax and it can help us to feel good about ourselves. (First Certificate in English; B2; Hungarian)

The staff didn't have enough time for themselves. (First Certificate in English; B2; Polish)"
924;PRONOUNS;reflexive;B2;FORM;FORM: SAME SUBJECT AND OBJECT, PLURAL;Can use plural reflexive pronouns to refer to actions where the subject and object of the verb are the same.;"In this way we will be able to enjoy ourselves even if this is not well-paid work. (First Certificate in English; B2; Italian)

In the afternoons, you'll be able to visit the archaeological sites and in the evening you can entertain yourselves by dancing or listening to music in our city clubs. (First Certificate in English; B2; Greek)

But adults often ask themselves the question - isn't it cruel to keep animals in zoos? (First Certificate in English; B2; Polish)"
929;PRONOUNS;subject/ object;B2;FORM;FORM: (OBJECT) USING 'IT' TO INTRODUCE;Can use 'it' as an object with 'make' to introduce something the speaker or writer is going to refer to.;"This shyness makes it hard for me to speak in public, or even to go out with my friends as often as I should. (First Certificate in English; B2; Spanish ? European)

Other retail companies with cheaper prices and lots of discounts make it impossible for us to do business. (First Certificate in English; B2; German)"
930;PRONOUNS;subject/ object;B2;FORM;FORM: (SUBJECT) ELLIPSIS ;Can leave out the subject pronoun with a limited range of verbs, in informal contexts. ► ellipsis;"Must rush now because I have to go out with Paul. (First Certificate in English; B2; Italian)

Sounds great. (First Certificate in English; B2; Korean)

Got to go now. (First Certificate in English; B2; Greek)

Can't wait to hear about your exam. (First Certificate in English; Russian) "
931;PRONOUNS;subject/ object;B2;FORM;FORM: (SUBJECT) EMPTY 'IT';Can use dummy 'it' with 'appears', 'feels', 'looks' and 'seems'.;"When you watch a film, it seems to be that you are inside it, and you are a character in it. (First Certificate in English; B2; Spanish - Latin American)

? your company has carried out a full investigation on the matter and it appears that the disappearance was not the result of criminal activity. (Portugal; B2 VANTAGE; 2008); 

It appears that there was an error with the older computer system. (Tahiti; B2 VANTAGE; 2009; French; Fail)"
932;PRONOUNS;subject/ object;B2;FORM;FORM: (SUBJECT) 'ONE';Can use 'one' as a generic personal pronoun in the subject position to mean people in general. ► generic pronouns;"If one doesn't live close enough to walk to work, one can choose to get there by bicycle or by car. (First Certificate in English; B2; Swedish)"
935;PRONOUNS;quantity;B2;FORM;FORM: SUBJECT AND OBJECT PRONOUNS, 'EACH', 'SEVERAL', 'NEITHER', 'ENOUGH';Can use pronouns 'each', 'either', 'enough', 'neither', 'several' as subject and object pronouns. ;"As you could guess, each has a very unique style. (Korea, South; B2 VANTAGE; 1997; Korean; Pass)

I would like to enquire if there will be one group or several depending on level of students? (Russia; B2 VANTAGE; 1998; Russian; Pass)

Considering my abilities, there are several that I think you should consider. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass) 

Comparing the two firms, both of them go some way towards fulfilling our needs, but neither covers all. (China; B2 VANTAGE; 2002; Chinese; Pass)

[talking about toilets] They are very clean and there are enough so you don't have to wait. (Netherlands; B2 VANTAGE; 2003; Dutch; Pass)"
936;PRONOUNS;quantity;B2;FORM;FORM: WITH 'OF' + OBJECT PRONOUN;Can use a wide range of pronouns ('neither', 'either', 'none') with 'of' followed by an object pronoun.;"Stella and her boyfriend, ... lived with Chuck at the same house, but neither of them knew that Chuck had passed a very complicated exam to be a spy for the United States. (Spain; B2 VANTAGE; 2008; Spanish - European; Pass)

Neither of us could forsee any possible rise or fall in the price of wheat. (Russia; B2 VANTAGE; 2007; Russian; Pass)

How about spending the last couple of days doing some activities like skiing, horse riding and rafting. If you are interested in either of them, have a go. (Japan; B2 VANTAGE; 1993; Japanese; Pass)

We didn't know what they wanted. and none of us spoke any Italian. (Poland; B2 VANTAGE; 1993; Polish; Pass)"
937;PRONOUNS;substitution, one, ones, none;B2;FORM;FORM: 'THESE ONES', 'THOSE ONES';Can use 'these ones', 'those ones' as a substitute for plural countable nouns which have already been mentioned or are obvious from the context.;"This is only the beginning; there are a lot of things that should be done, but let's just start with these ones. (Italy; B2 VANTAGE; 1993; Italian; Pass)

Beside those ones, there's also an equal number of individuals who get crippled for life. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass"
938;PRONOUNS;indefinite - thing, -one, -body etc;B2;FORM;FORM: SUBJECT;Can use the full range of indefinite pronouns as subjects, with a singular verb. ;"But, nowadays nothing is free, so you have to pay for everything. (Hungary; B2 VANTAGE; 2002; Hungarian; Pass)

Her parents had told her everything weeks ago; she had cried and argued, but nothing could change her parents? opinion. (Germany; B2 VANTAGE; 2008; German; Pass)

Yes it was Christmas, that's why everybody tried to smile. (Switzerland; B2 VANTAGE; 1993; French; Pass)

Everywhere is green and clean. (Turkey; B2 VANTAGE; 2003; Turkish; Pass)

When we came back home, everywhere was very untidy. (Poland; B2 VANTAGE; 1993; Polish; Fail)

I searched my car to see if anything was missing. (Greece; B2 VANTAGE; 2002; Greek; Pass)"
946;QUESTIONS;wh-;B2;FORM;FORM: NEGATIVE QUESTIONS WITH MAIN VERBS;Can use 'wh-'words + the negative form of auxiliary 'do' + subject + main verb to form 'wh-'questions.;"You still have this agonising headache. Why don't you go to your doctor? (Polish, B2 VANTAGE)

Why didn't you check with the ticket office first before you wrote your article? (China; B2 VANTAGE; 1997; Chinese; Fail)

Why didn't you say something about it? (Spanish - Latin American, B2 VANTAGE)

Why haven't you told me before? (Bulgaria; B2 VANTAGE; 2008; Bulgarian; Pass)"
947;VERBS;phrasal-prepositional;B2;FORM;FORM: VERB + PARTICLE + PREPOSITION + OBJECT;Can use an increasing range of verb + particle + preposition + noun or pronoun.;"I can look up to someone in admiration if he (or she) is dedicating his (or her) life to helping other people. (Switzerland; B2 VANTAGE; 2005; Swiss German; Pass)

Other people will see you as a knowledgeable person and they will look up to you. (Greece; B2 VANTAGE; 2008; Greek; Pass)

You should face up to the problem and tell everybody the truth, that you are working too hard. (Poland; B2 VANTAGE; 1993; Polish; Pass)

We couldn't just swim and eat ice-cream every day of our summer vacation, so we sat down and came up with the craziest idea ever. (Sweden; B2 VANTAGE; 1993; Swedish; Pass)"
948;VERBS;prepositional;B2;FORM;FORM: PREPOSITIONAL VERB, STRANDED PREPOSITION;Can use verb + preposition, where the preposition is separated from its complement. ;"In Poland rules that refer to how to dress at school aren't very strict; we don't wear any uniforms, but our clothes have to be clean and nice to look at. (Poland; B2 VANTAGE; 2000; Polish; Pass)

But there is one difficulty which we should deal with. (Russia; B2 VANTAGE; 2001; Russian; Pass)

I would like to give you some ideas of what people in my community want to listen to. (B2 VANTAGE; 2011; Cantonese; Pass)"
949;VERBS;prepositional;B2;FORM;FORM: VERB + ADVERB + PREPOSITION;Can use an adverb between the verb and the preposition.;"I am really willing to know more about horses and to learn how to deal properly with them. (Brazil; B2 VANTAGE; 1993; Portuguese; Pass)

I hope you will look carefully at the enclosed papers and I'm looking forward to hearing from you soon. (Denmark; B2 VANTAGE; 1993; Danish; Pass)"
950;VERBS;phrasal;B2;FORM;FORM: NO OBJECT;Can use a wide range of phrasal verbs without an object.;"Some species are dying out, and keeping such animals in zoos where they can give life to new generations is the only way to prevent them from becoming completely extinct. (B2 Polish)

The following day my grandpa didn?t show up. (B2 Greek)

If you are not good enough at reading, you'll end up wasting your time. (B2, Japanese)"
951;VERBS;phrasal;B2;FORM;FORM: VERB + PARTICLE + OBJECT;Can use a wide range of phrasal verbs + particle + object. ;"I don't need to use my imagination while I'm surfing the internet, but if I'm reading a book I can build up the whole surroundings and the characters in my own head. (B2, German)

I had already booked my seat on the ferry-boat to Athens and I couldn't put off my crossing. (B2, Italian)

I can surf the internet and look up some useful information. (B2, Chinese)

The concert finished very late and after the concert I had to clean up the hall. (B2, French)"
952;VERBS;phrasal;B2;FORM;FORM: VERB + NOUN + PARTICLE ;Can use phrasal verbs + nouns as object + particle.;"I am glad that you have decided to take some time off and more glad because you are going to the U.S. (Chile; B2 VANTAGE; 2001; Spanish - Latin American; Pass)

Another way is also to turn the computers off in the evenings. (B2 VANTAGE; 2009; Swedish; Pass)

It was necessary to call the electrician up. (Spain; B2 VANTAGE; 1993; Spanish - European; Pass)

If we can make these improvements, we might be able to work this problem out. (France; B2 VANTAGE; 2010; French; Pass)"
953;VERBS;types;B2;FORM;FORM: SEMI-MODAL AUXILIARY VERBS, 'DARE', 'NEED';Can use semi-modal auxiliary verbs, 'dare' and 'need'. ;"You needn't worry about where we can stay. (China; B2 VANTAGE; 1998; Chinese; Pass)

I think that they are rather jealous because they daren't give up their car. (France; B2 VANTAGE; 1993; French; Pass)"
954;VERBS;patterns_with to and -ing;B2;FORM;FORM: VERB + '-ING' FORM;Can use an increasing range of verbs followed by an '-ing' form. ;"[talking about cars] ... we can't avoid using them because we are used to them. (Turkey; B2 VANTAGE; 1999; Turkish; Pass)

I couldn't stand being there. (Japan; B2 VANTAGE; 1998; Japanese; Pass)

Moreover we may consider offering bonus schemes, to increase the staff's loyalty to our company. (Russia; B2 VANTAGE; 2010; Russian; Pass)"
955;VERBS;patterns_with to and -ing;B2;FORM;FORM: VERB + NEW SUBJECT + '-ING' FORM;Can introduce a new subject before the '-ing' form (using noun or object pronoun).;"
If your boss doesn't mind you delaying, it could be a possible solution. (Germany; B2 VANTAGE; 1993; German; Pass)

I could not stand people shouting at me, or taking pictures of me all day. It would be horrible. (Spain; B2 VANTAGE; 1993; Spanish - European; Pass)

Oh just one more thing: would you mind me staying in your flat again? (Poland; B2 VANTAGE; 1999; Polish; Pass)

We imagine it being a frozen land, where the people are ?frozen? too - both 'inside' and 'outside'. (Mexico; B2 VANTAGE; 1997; Russian; Pass)"
956;VERBS;patterns_with to and -ing;B2;FORM;FORM: 'TO'-INFINITIVE OR '-ING' FORM, MEANING;Can follow some verbs with a 'to'-infinitive or an '-ing' form, with a change in meaning.;"He said if you need to change the time, remember to contact him to make a new appointment. (Malaysia; B2 VANTAGE; 1999; Chinese; Pass)

I know it is difficult to get by with such a low salary but I am sure you have not stopped to think twice about your life. (Spain; B2 VANTAGE; 1993; Spanish - European; Pass)

I remember feeling very unhappy and confused all day long. (Brazil; B2 VANTAGE; 1993; Portuguese; Pass)

After I had a baby, I needed to stop working. (Brazil; B2 VANTAGE; 2003; Portuguese; Pass)"
958;VERBS;there is/are;B2;FORM;FORM: 'THERE' + VERBS WITH MODAL MEANING;Can use 'there' with other verbs with modal meaning + 'be' + complement.;"I figured out that there had to be matches somewhere; Bob, who owned the cabin, had told me that it was well equipped. (Sweden; B2 VANTAGE; 1993; Swedish; Pass)

In the library there needs to be school books and also other books and magazines. (Sweden; B2 VANTAGE; 1999; Swedish; Pass)

There is going to be a theatre performance, a chess championship and last but not least, swimming races where the participants will win medals and a lot of prizes. (Greece; B2 VANTAGE; 2008; Greek; Pass)   "
959;VERBS;linking;B2;FORM;FORM: LINKING + COMPLEMENT;Can use a wide range of linking verbs with complements.;"There are indeed many ways of doing this and it all seems very confusing. (Denmark; B2 VANTAGE; 1993; Danish; Pass)

The food is a little bit strange but tastes good. (Brazil; B2 VANTAGE; 1993; Portuguese; Pass)

Now the whole house appeared very unfamiliar to me. (France; B2 VANTAGE; 1993; French; Pass)

Alice was so unhappy that she remained silent for a long time. (Hong Kong; B2 VANTAGE; 2001; Chinese; Pass)

I am writing to inform you that there is some incorrect information which appears in The Student Tourist Guidebook you published last year. (China; B2 VANTAGE; 1999; Chinese; Pass)"
964;REPORTED SPEECH;reported speech;B2;FORM;FORM: DIRECT SPEECH, REPORTING CLAUSE, MID POSITION;Can report speech and thought directly using the reporting verb in the mid position of the reported clause.;"""No problem"", I thought, ""there is only one person"". (Botswana; B2 VANTAGE; 1993; Vietnamese; Pass)

""We have come together"", this man said, ""to celebrate our annual meeting and to call our master's ghost tonight!? (Germany; B2 VANTAGE; 1993; German; Pass)

""No problem"", I thought, ""there is only one person"". (Botswana; B2 VANTAGE; 1993; Vietnamese; Pass)

""Forgive me, sweetheart"", he said, ""I will never leave you alone again.? (Poland; B2 VANTAGE; 1993; Polish; Pass) "
965;REPORTED SPEECH;reported speech;B2;FORM;FORM: DIRECT SPEECH, REPORTING CLAUSE, INVERTED SUBJECT;Can report speech directly inverting the subject and verb in the reporting clause where the subject is a proper noun or noun phrase. ;"""I was astonished when I saw them standing there"", said John. (Netherlands; B2 VANTAGE; 1999; Dutch; Pass)

""Who are you?"" asked Peter. (Turkey; B2 VANTAGE; 1997; Turkish; Pass)

""Would you mind lending me a part of your newspaper?"" said a whispering voice. (Switzerland; B2 VANTAGE; 1993; German; Pass)

What do you think about this? said the Inspector to the policeman. (Spain; B2 VANTAGE; 1997; Spanish - European; Fail)"
966;REPORTED SPEECH;reported speech;B2;FORM;FORM: MODIFICATION, REPORTING VERB + ADVERB;Can modify the reporting verb with an adverb. ;"""So this is a real cow, mom?"" she asked doubtfully. (Poland; B2 VANTAGE; 1993; Polish; Pass)

""A hundred dollars for one day. Is that a deal?"" her husband said forcefully. (Malaysia; B2 VANTAGE; 1999; Chinese; Pass)

""Come on, what's wrong?"" Bella asked curiously. (Greece; B2 VANTAGE; 2009; Greek; Pass)

""Put that light out!"" I shouted calmly. (St. Helena; B2 VANTAGE; 1993; Japanese; Fail)"
967;REPORTED SPEECH;reported speech;B2;FORM;FORM: REPORTED REQUESTS AND COMMANDS, NEGATIVE;Can report requests and commands with 'ask' or 'tell' + direct object + 'not' + 'to-'infinitive. ;"Meanwhile, she told me not to be scared but the place was very... old. (Brazil; B2 VANTAGE; 1993; Portuguese; Pass)

I told him not to climb the wall but he was so interested in doing movements that he did not listen to me. (Spain; B2 VANTAGE; 1993; Spanish - European; Pass)

Arriving there, my father told me not to go far and to stay near him. (Brazil; B2 VANTAGE; 1993; Portuguese; Pass)

I asked Pat not to tell anyone, and she promised me she wouldn't. (Brazil; B2 VANTAGE; 2000; Portuguese; Pass)"
976;NEGATION;negation;B2;FORM;FORM: 'NEITHER OF', 'NONE OF' + PRONOUN;Can use negative forms 'neither of' and 'none of' + pronoun or noun phrase with the affirmative form of the verb. ;"Neither of us is liable in this case. (Czech Republic; B2 VANTAGE; 2007; Slovak; Pass)

Moreover, none of my friends are interested therefore there is no one I can talk to. (Japan; B2 VANTAGE; 1993; Japanese; Pass)

We even met a French group and as none of them spoke English, we stayed with them to translate what they were asked. (France; B2 VANTAGE; 1993; French; Pass)"
977;MODALITY;could;B2;FORM;FORM: PAST;Can used 'could' have + '-ed'. ;"In fact it could have been dangerous but it became funny and also an embarrassing moment in my life! (Switzerland; B2 VANTAGE; 1993; French; Pass)

What could have happened? (Greece; B2 VANTAGE; 2006; Greek; Pass)

I must confess that our teacher couldn't have picked anyone better to do it. (Portugal; B2 VANTAGE; 1993; Portuguese; Pass)
"
982;ADJECTIVES;combining;C1;FORM;FORM: COMPOUND ADJECTIVES;Can use a wide range of compound adjectives ('open-minded', 'above-mentioned', 'well-to-do', 'jaw-dropping') ;"I would describe myself as an easy-going and open-minded person. (Poland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1999; Polish; Pass)

…we suggest investing a certain amount of money in the above-mentioned technical devices in order to achieve the financial target. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; German; Pass)

But as she does not live in a well-to-do family, Ola was never able to afford additional private lessons, for example. (Poland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Polish; Fail)

If anyone has ever seen it, they would agree with me that it was THE most jaw-dropping road in the world. (Netherlands; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2003; Dutch; Pass)"
983;ADJECTIVES;modifying;C1;FORM;FORM: WITH EXTREME ADVERBS;Can modify gradable adjectives with extreme adverbs of degree ('absolutely', 'extremely', 'incredibly', 'totally') to intensify their meaning. ;"I am absolutely sure that it will attract even more attention. (Poland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2004; Polish; Pass)

Nowadays, it is extremely difficult to imagine how workers lived ten years ago, especially because of the incredibly fast evolution in technology. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1998; Italian; Pass)

I would make a totally new programme, in which the following points must be improved: … (Mexico; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Spanish - Latin American; Pass)"
984;ADJECTIVES;position;C1;FORM;FORM: PAST PARTICPLE AS ADJECTIVE;Can use the '–ed' form of a verb as an adjective, after a noun.;"First of all, I would recommend providing a wider range of films and introducing discussions after each film shown. (Poland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2006; Polish; Pass)

It is believed that if some improvements are made, the club will live up to the high standards required . (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Greek; Pass)"
990;ADVERBS;adverbs and adverb phrases: types and meanings;C1;FORM;FORM: DEGREE, MODIFYING ADVERBS;Can use an increasing range of degree adverbs to modify a range of adverb types. ► adjectives ► adverb phrases: form;"The attitude of young people today towards keeping fit and healthy has almost completely changed.  (Germany; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1999; German; Pass)

Moreover, making use of some techniques I practised in the How to Negotiate classes is something which happens to me quite frequently. (Italy; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Romanian; Pass)

The mobile market is growing incredibly fast in Britain and your company is leading this process. (Brazil; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2006; Portuguese; Pass)

Recently, the charity organised a fun-raising day, which went  reasonably well . (Thailand; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; Thai; Pass)"
991;ADVERBS;adverbs and adverb phrases: types and meanings;C1;FORM;FORM: DEGREE, MODIFYING COMPARATIVES;Can use degree adverbs ('slightly', 'a bit', 'much') to modify comparatives.;"My Spanish is slightly more fluent than my English, because I lived in Spain longer than in England. (Russia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1999; Russian; Fail)

It will be a bit more expensive than the bus but it's safer and quicker. (France; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; French; Pass)

Despite all the controversies between these two generations, the grandchildren shouldn't forget that their grandparents are much more experienced. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Greek; Pass)"
992;ADVERBS;adverb phrases - form;C1;FORM;FORM: ADVERB + ADVERB;Can modify a wide range of adverbs with other adverbs. ;"Even the beautiful, attractive cover and the extra Audio CD aren’t enough to justify the slightly higher price, especially because the value of this game will drop extremely rapidly. (Luxembourg; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; Greek; Pass)

Firstly, we should get some TV airtime, to catch the attention of a large number of people effectively and achieve a substantial market penetration relatively quickly. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2003; German; Pass)"
995;CLAUSES;comparatives;C1;FORM;FORM: SUPERLATIVE ADVERB 'BEST' + CLAUSE;Can use 'the best' as a superlative adverb + pronoun + ellipted 'can' or 'could'. ;"I'm sorry to say that she is not the best of cooks but she tries the best she can. (Sweden; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Swedish; Pass)

On Thursday I did the best I could. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2009; Greek; Pass)

However, to make sure that we offer the best we can, we would be grateful if you gave us a grant. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Greek; Pass)"
1001;CLAUSES;subordinated;C1;FORM;FORM: NON-FINITE AFTER 'IF';Can use non-finite clauses after 'if'. .► 'clauses: conditionals';"Please do not hesitate to ask for further assistance if needed. (other; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; German; Pass)

Finally, there are some suggestions that, if taken, could improve the schools' academic standards. (Brazil; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Portuguese; Pass)

There are plenty of taxis, of course, but they are very expensive, if compared with London taxis. (Italy; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Italian; Pass)"
1006;CONJUNCTIONS;coordinating;C1;FORM;FORM: 'EITHER … OR';Can use 'either … or' to combine more complex strings of clauses and sentences.;"And finally, about the present, you have two options; either you get something typical from your country, which they may like because you know how much they like collecting things from all over the world, or I get something from the wedding list store and sent it to them with your name on it and we can sort it out when you arrive here. (Spain; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1998; Catalan; Pass)"
1010;DETERMINERS;possessives;C1;FORM;FORM: 'ONE'S';Can use 'one's' to indicate possession, referring to people in general. ;"Living in Greece, I have had a chance to realise how much tourism can affect one's life. (Greece; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Greek; Pass)

After one has spent enough time away from one 's parents and has a personality of one's own, it is definitely possible to move in with one's parents. (Romania; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Hungarian; Pass)

In my opinion, this process depends on one's ability to open another way of communicating apart from one's mother language. (Portugal; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Portuguese; Pass)"
1011;DETERMINERS;quantity;C1;FORM;FORM: 'EITHER', 'NEITHER' WITH SINGULAR NOUNS;Can use 'either' and 'neither' with singular nouns.;"Second, we would draw your attention to the fact that neither party could foresee or predict the recent rise in the price of wheat. (Russia; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Russian; Pass)

In the Czech Republic, somewhere between those two extremes, either way is possible. (Czech Republic; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Czech; Pass)

This way, the toilet can be accessed easily from either floor. (United States of America; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; Chinese; Pass)"
1012;DETERMINERS;quantity;C1;FORM;FORM: 'EITHER', 'NEITHER' + 'OF' + DETERMINER WITH PLURAL NOUNS;Can use 'either' and 'neither' + 'of' with plural noun phrases or pronouns.► pronouns;"Either of the measures is recommended and those measures are bound to enhance the company's competitive power. (China; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2002; Chinese; Pass)

Of course if you are not at all interested in sports, neither of these games will be of any interest to you. (Sweden; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2000; Swedish; Pass)

However, you forgot to add that neither of us could foresee the rise in the price of wheat. (Poland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Polish; Pass)
"
1015;FUTURE;future perfect simple;C1;FORM;FORM: WITH ADVERBS ;Can use the future perfect with adverbs (in the normal mid-position). ;"If you have ever read a fairytale by Hans Christian Andersen you will surely have discovered why this man is so famous worldwide. (Denmark; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2001; Danish; Pass)

However, sales will possibly have fallen to 5000 units again by the end of the year. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2006; German; Pass)"
1018;FUTURE;future with will and shall;C1;FORM;FORM: NEGATIVE 'SHALL' ;Can use the negative form 'shall not'.;"However, we shall not forget to mention the legal and social consequences of such a merger to the average employees. (Switzerland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; Swiss German; Pass)

Therefore, my client shall not release you from the agreement, which is binding upon both parties. (Germany; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2007; German; Pass)"
1019;FUTURE;future with be going to;C1;FORM;FORM: WITH ADVERBS ;Can use 'be' + 'going to' with an increasing range of adverbs (particularly adverbs of certainty) in the normal mid position. ;"Mario Soares is already an old man, nearly 70, who is probably going to finish his active political life in 2 or 3 years. (Portugal; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 1993; Portuguese; Pass)

As the new store is going to be the first and only one in Moscow, and, to make matters worse, it is going to be located close to our most successful outlet, it is undoubtedly going to have a detrimental effect on our company. (Poland; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2010; Polish; Pass)

Additionally, many British people stay at ""Tall Trees Campsite"", so I guess we would be forced to speak English all the time, which is also great because it is surely going to help us to improve our English skills. (Germany; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; German; Pass)"
